"","game_id","total_line","spread_line","home_score","away_score","result","total","season","week","home_team","away_team","posteam","defteam","off_epa","off_pass_epa","off_rush_epa","def_epa","def_pass_epa","def_rush_epa"
"27","2011_01_DAL_NYJ",40.5,-6.5,27,24,-3,51,2011,1,"NYJ","DAL","DAL","NYJ",0.0509965315979246,0.200578000151806,-0.188333818088286,-0.0712352233373375,-0.0275241203885317,-0.202368532183755
"28","2011_01_DAL_NYJ",40.5,-6.5,27,24,-3,51,2011,1,"NYJ","DAL","NYJ","DAL",-0.0712352233373375,-0.0275241203885317,-0.202368532183755,0.0509965315979246,0.200578000151806,-0.188333818088286
"29","2011_01_NE_MIA",46.5,7,24,38,14,62,2011,1,"MIA","NE","MIA","NE",0.158153163817114,0.142405156038783,0.202081817093514,0.393083335990581,0.496136893678309,0.163554957504278
"30","2011_01_NE_MIA",46.5,7,24,38,14,62,2011,1,"MIA","NE","NE","MIA",0.393083335990581,0.496136893678309,0.163554957504278,0.158153163817114,0.142405156038783,0.202081817093514
"31","2011_01_OAK_DEN",42.5,-3,20,23,3,43,2011,1,"DEN","LV","DEN","LV",-0.132204513920894,-0.0395094400222901,-0.488724028915525,0.00346958353898601,-0.298661932695664,0.191281066603768
"32","2011_01_OAK_DEN",42.5,-3,20,23,3,43,2011,1,"DEN","LV","LV","DEN",0.00346958353898601,-0.298661932695664,0.191281066603768,-0.132204513920894,-0.0395094400222901,-0.488724028915525
"33","2011_02_OAK_BUF",40.5,-3.5,38,35,-3,73,2011,2,"BUF","LV","BUF","LV",0.297367354218987,0.223045595129076,0.439817392474652,0.367904444376195,0.636395131905429,0.0725646880940379
"34","2011_02_OAK_BUF",40.5,-3.5,38,35,-3,73,2011,2,"BUF","LV","LV","BUF",0.367904444376195,0.636395131905429,0.0725646880940379,0.297367354218987,0.223045595129076,0.439817392474652
"35","2011_02_GB_CAR",45.5,10.5,23,30,7,53,2011,2,"CAR","GB","CAR","GB",-0.00163801195798551,0.0288171661000683,-0.0741503406676375,0.339805780004149,0.434275355576684,0.18567120933317
"36","2011_02_GB_CAR",45.5,10.5,23,30,7,53,2011,2,"CAR","GB","GB","CAR",0.339805780004149,0.434275355576684,0.18567120933317,-0.00163801195798551,0.0288171661000683,-0.0741503406676375
"37","2011_02_KC_DET",45,-9,48,3,-45,51,2011,2,"DET","KC","DET","KC",0.219848715930412,0.447704268739966,-0.08395868781566,-0.419806658005508,-0.81713047325589,-0.0772861276172481
"38","2011_02_KC_DET",45,-9,48,3,-45,51,2011,2,"DET","KC","KC","DET",-0.419806658005508,-0.81713047325589,-0.0772861276172481,0.219848715930412,0.447704268739966,-0.08395868781566
"39","2011_02_CLE_IND",39.5,1,19,27,8,46,2011,2,"IND","CLE","CLE","IND",0.00426190671118871,0.177063322518278,-0.1685395090959,-0.172933957535089,-0.193386552970284,-0.141846012473592
"40","2011_02_CLE_IND",39.5,1,19,27,8,46,2011,2,"IND","CLE","IND","CLE",-0.172933957535089,-0.193386552970284,-0.141846012473592,0.00426190671118871,0.177063322518278,-0.1685395090959
"41","2011_02_TB_MIN",41,-1,20,24,4,44,2011,2,"MIN","TB","MIN","TB",0.143144313000661,0.05052825771512,0.232953821156336,0.158742925227467,0.0732503873865033,0.307229964635457
"42","2011_02_TB_MIN",41,-1,20,24,4,44,2011,2,"MIN","TB","TB","MIN",0.158742925227467,0.0732503873865033,0.307229964635457,0.143144313000661,0.05052825771512,0.232953821156336
"43","2011_02_CHI_NO",46.5,-4.5,30,13,-17,43,2011,2,"NO","CHI","CHI","NO",-0.258116962277163,-0.285547475047331,-0.141537283003951,0.0190585969051107,0.245275786312032,-0.277363927145338
"44","2011_02_CHI_NO",46.5,-4.5,30,13,-17,43,2011,2,"NO","CHI","NO","CHI",0.0190585969051107,0.245275786312032,-0.277363927145338,-0.258116962277163,-0.285547475047331,-0.141537283003951
"45","2011_02_JAX_NYJ",38,-9,32,3,-29,35,2011,2,"NYJ","JAX","JAX","NYJ",-0.568341047996236,-0.908910313614763,-0.227771782377709,-0.0173289518418356,0.146895721351116,-0.145629477773829
"46","2011_02_JAX_NYJ",38,-9,32,3,-29,35,2011,2,"NYJ","JAX","NYJ","JAX",-0.0173289518418356,0.146895721351116,-0.145629477773829,-0.568341047996236,-0.908910313614763,-0.227771782377709
"47","2011_02_SEA_PIT",39.5,-13.5,24,0,-24,24,2011,2,"PIT","SEA","PIT","SEA",0.17802798316185,0.431445605937829,-0.0833089403258782,-0.283359090668803,-0.23560162051752,-0.408263243372158
"48","2011_02_SEA_PIT",39.5,-13.5,24,0,-24,24,2011,2,"PIT","SEA","SEA","PIT",-0.283359090668803,-0.23560162051752,-0.408263243372158,0.17802798316185,0.431445605937829,-0.0833089403258782
"49","2011_02_BAL_TEN",39.5,5.5,26,13,-13,39,2011,2,"TEN","BAL","BAL","TEN",-0.222749069706163,-0.116892866679365,-0.440688311231925,0.0907261662539746,0.324260074032097,-0.247495355355719
"50","2011_02_BAL_TEN",39.5,5.5,26,13,-13,39,2011,2,"TEN","BAL","TEN","BAL",0.0907261662539746,0.324260074032097,-0.247495355355719,-0.222749069706163,-0.116892866679365,-0.440688311231925
"51","2011_02_ARI_WAS",44.5,-4.5,22,21,-1,43,2011,2,"WAS","ARI","ARI","WAS",0.112178741050836,-0.0195374580287149,0.401954379025847,0.0350359466153665,0.00673055375461808,0.0761244201229044
"52","2011_02_ARI_WAS",44.5,-4.5,22,21,-1,43,2011,2,"WAS","ARI","WAS","ARI",0.0350359466153665,0.00673055375461808,0.0761244201229044,0.112178741050836,-0.0195374580287149,0.401954379025847
"53","2011_02_DAL_SF",41,3,24,27,3,51,2011,2,"SF","DAL","DAL","SF",0.156907660563432,0.381089484187676,-0.291455986685058,-0.142216011173635,-0.083039349449488,-0.216186838328819
"54","2011_02_DAL_SF",41,3,24,27,3,51,2011,2,"SF","DAL","SF","DAL",-0.142216011173635,-0.083039349449488,-0.216186838328819,0.156907660563432,0.381089484187676,-0.291455986685058
"55","2011_02_CIN_DEN",40.5,-3.5,24,22,-2,46,2011,2,"DEN","CIN","CIN","DEN",0.0241016965864384,0.117630630214924,-0.192491623395319,-0.0147568674322731,0.00300625760028675,-0.0284598496002478
"56","2011_02_CIN_DEN",40.5,-3.5,24,22,-2,46,2011,2,"DEN","CIN","DEN","CIN",-0.0147568674322731,0.00300625760028675,-0.0284598496002478,0.0241016965864384,0.117630630214924,-0.192491623395319
"57","2011_02_HOU_MIA",46.5,3,13,23,10,36,2011,2,"MIA","HOU","HOU","MIA",0.0673288065684455,0.17068690022674,-0.0271700219191383,-0.158104556009333,-0.166681983799294,-0.148301781392234
"58","2011_02_HOU_MIA",46.5,3,13,23,10,36,2011,2,"MIA","HOU","MIA","HOU",-0.158104556009333,-0.166681983799294,-0.148301781392234,0.0673288065684455,0.17068690022674,-0.0271700219191383
"59","2011_02_SD_NE",53.5,-6.5,35,21,-14,56,2011,2,"NE","LAC","LAC","NE",0.129750550558762,0.378457412470154,-0.305486457786174,0.388093133315662,0.567552262661539,0.0866017960145883
"60","2011_02_SD_NE",53.5,-6.5,35,21,-14,56,2011,2,"NE","LAC","NE","LAC",0.388093133315662,0.567552262661539,0.0866017960145883,0.129750550558762,0.378457412470154,-0.305486457786174
"61","2011_02_PHI_ATL",49,2.5,35,31,-4,66,2011,2,"ATL","PHI","ATL","PHI",0.0533687345300207,0.129046813810419,-0.0397735168920078,0.00701202108053831,0.17821632898743,-0.204139958671294
"62","2011_02_PHI_ATL",49,2.5,35,31,-4,66,2011,2,"ATL","PHI","PHI","ATL",0.00701202108053831,0.17821632898743,-0.204139958671294,0.0533687345300207,0.129046813810419,-0.0397735168920078
"63","2011_02_STL_NYG",43.5,-7,28,16,-12,44,2011,2,"NYG","LA","LA","NYG",-0.0643782007271988,0.175821044874657,-0.704909522332148,-0.0254541173310238,0.086528349152738,-0.131037585729999
"64","2011_02_STL_NYG",43.5,-7,28,16,-12,44,2011,2,"NYG","LA","NYG","LA",-0.0254541173310238,0.086528349152738,-0.131037585729999,-0.0643782007271988,0.175821044874657,-0.704909522332148
"65","2011_03_NE_BUF",54,7,34,31,-3,65,2011,3,"BUF","NE","BUF","NE",0.162286574074767,0.234159749077687,0.0109746267001978,0.160679811006091,0.257552917244363,-0.00698518056015018
"66","2011_03_NE_BUF",54,7,34,31,-3,65,2011,3,"BUF","NE","NE","BUF",0.160679811006091,0.257552917244363,-0.00698518056015018,0.162286574074767,0.234159749077687,0.0109746267001978
"67","2011_03_NE_BUF",54,7,34,31,3,65,2011,3,"BUF","NE","BUF","NE",0.162286574074767,0.234159749077687,0.0109746267001978,0.160679811006091,0.257552917244363,-0.00698518056015018
"68","2011_03_NE_BUF",54,7,34,31,3,65,2011,3,"BUF","NE","NE","BUF",0.160679811006091,0.257552917244363,-0.00698518056015018,0.162286574074767,0.234159749077687,0.0109746267001978
"69","2011_03_JAX_CAR",43,-3.5,16,10,-6,26,2011,3,"CAR","JAX","CAR","JAX",-0.0877932725011878,0.0339947341404988,-0.240028280803296,-0.197043242712659,0.0210693652384914,-0.344590006914907
"70","2011_03_JAX_CAR",43,-3.5,16,10,-6,26,2011,3,"CAR","JAX","JAX","CAR",-0.197043242712659,0.0210693652384914,-0.344590006914907,-0.0877932725011878,0.0339947341404988,-0.240028280803296
"71","2011_03_SF_CIN",38.5,-1,8,13,5,21,2011,3,"CIN","SF","CIN","SF",-0.334298418359511,-0.443729426653994,-0.153737254673615,-0.136929328339953,0.0192994359514768,-0.325481285243403
"72","2011_03_SF_CIN",38.5,-1,8,13,5,21,2011,3,"CIN","SF","SF","CIN",-0.136929328339953,0.0192994359514768,-0.325481285243403,-0.334298418359511,-0.443729426653994,-0.153737254673615
"73","2011_03_MIA_CLE",42.5,1,17,16,-1,33,2011,3,"CLE","MIA","CLE","MIA",-0.0149466446770277,0.0341221807708145,-0.127516303057371,0.0564289218703776,0.151597936000431,-0.0287223012986176
"74","2011_03_MIA_CLE",42.5,1,17,16,-1,33,2011,3,"CLE","MIA","MIA","CLE",0.0564289218703776,0.151597936000431,-0.0287223012986176,-0.0149466446770277,0.0341221807708145,-0.127516303057371
"75","2011_03_DET_MIN",44.5,3,23,26,3,49,2011,3,"MIN","DET","DET","MIN",0.069978652276044,0.214447062968723,-0.339348511353213,-0.0775847747591284,-0.147653996798925,0.0442747418318227
"76","2011_03_DET_MIN",44.5,3,23,26,3,49,2011,3,"MIN","DET","MIN","DET",-0.0775847747591284,-0.147653996798925,0.0442747418318227,0.069978652276044,0.214447062968723,-0.339348511353213
"77","2011_03_HOU_NO",51,-3.5,40,33,-7,73,2011,3,"NO","HOU","HOU","NO",0.180574365771645,0.324843390091018,-0.0560268341121264,0.214631015925835,0.252366614249781,0.124065579948365
"78","2011_03_HOU_NO",51,-3.5,40,33,-7,73,2011,3,"NO","HOU","NO","HOU",0.214631015925835,0.252366614249781,0.124065579948365,0.180574365771645,0.324843390091018,-0.0560268341121264
"79","2011_03_NYG_PHI",46.5,-9,16,29,13,45,2011,3,"PHI","NYG","NYG","PHI",0.279108560125866,0.400155302186389,0.142273112579188,-0.0050280989943421,-0.0996851065514577,0.0706975070513503
"80","2011_03_NYG_PHI",46.5,-9,16,29,13,45,2011,3,"PHI","NYG","PHI","NYG",-0.0050280989943421,-0.0996851065514577,0.0706975070513503,0.279108560125866,0.400155302186389,0.142273112579188
"81","2011_03_DEN_TEN",43.5,-7,17,14,-3,31,2011,3,"TEN","DEN","DEN","TEN",-0.127328569705169,0.0594585934944917,-0.452175810052406,0.0389087399672355,0.288168930511395,-0.412133509588862
"82","2011_03_DEN_TEN",43.5,-7,17,14,-3,31,2011,3,"TEN","DEN","TEN","DEN",0.0389087399672355,0.288168930511395,-0.412133509588862,-0.127328569705169,0.0594585934944917,-0.452175810052406
"83","2011_03_NYJ_OAK",40,1,34,24,-10,58,2011,3,"LV","NYJ","LV","NYJ",0.117770283139837,-0.0477129271450287,0.261900821129882,0.0360646036604066,0.103884858596184,-0.0941502858162858
"84","2011_03_NYJ_OAK",40,1,34,24,-10,58,2011,3,"LV","NYJ","NYJ","LV",0.0360646036604066,0.103884858596184,-0.0941502858162858,0.117770283139837,-0.0477129271450287,0.261900821129882
"85","2011_03_KC_SD",44.5,-14,20,17,-3,37,2011,3,"LAC","KC","KC","LAC",0.0676213690540065,0.401162004941143,-0.241212553063713,-0.00423704030099857,-0.000631892918164378,-0.00904390347811083
"86","2011_03_KC_SD",44.5,-14,20,17,-3,37,2011,3,"LAC","KC","LAC","KC",-0.00423704030099857,-0.000631892918164378,-0.00904390347811083,0.0676213690540065,0.401162004941143,-0.241212553063713
"87","2011_03_BAL_STL",41.5,5.5,7,37,30,44,2011,3,"LA","BAL","BAL","LA",0.263701814279943,0.213426046957259,0.368442996202202,-0.369551388661392,-0.510714765406856,-0.168665044831309
"88","2011_03_BAL_STL",41.5,5.5,7,37,30,44,2011,3,"LA","BAL","LA","BAL",-0.369551388661392,-0.510714765406856,-0.168665044831309,0.263701814279943,0.213426046957259,0.368442996202202
"89","2011_03_GB_CHI",45.5,4,17,27,10,44,2011,3,"CHI","GB","CHI","GB",-0.198375147596164,-0.0509081796925711,-0.689931707274809,0.0329294668951327,0.301175959876781,-0.337065695838176
"90","2011_03_GB_CHI",45.5,4,17,27,10,44,2011,3,"CHI","GB","GB","CHI",0.0329294668951327,0.301175959876781,-0.337065695838176,-0.198375147596164,-0.0509081796925711,-0.689931707274809
"91","2011_03_ARI_SEA",42.5,3,13,10,-3,23,2011,3,"SEA","ARI","ARI","SEA",-0.0754233675314041,-0.0463252837338568,-0.118031275949241,-0.0992250366945346,-0.0571070359260289,-0.148362704257791
"92","2011_03_ARI_SEA",42.5,3,13,10,-3,23,2011,3,"SEA","ARI","SEA","ARI",-0.0992250366945346,-0.0571070359260289,-0.148362704257791,-0.0754233675314041,-0.0463252837338568,-0.118031275949241
"93","2011_03_ATL_TB",45,-1,16,13,-3,29,2011,3,"TB","ATL","ATL","TB",-0.137753949080369,-0.103285503433679,-0.252648767902671,-0.130865149454317,-0.185692132007748,-0.0760381669008859
"94","2011_03_ATL_TB",45,-1,16,13,-3,29,2011,3,"TB","ATL","TB","ATL",-0.130865149454317,-0.185692132007748,-0.0760381669008859,-0.137753949080369,-0.103285503433679,-0.252648767902671
"95","2011_03_PIT_IND",39.5,10.5,20,23,3,43,2011,3,"IND","PIT","IND","PIT",-0.20996887024756,-0.338584463401748,0.0411377640058553,-0.110504765194143,0.000268473148263931,-0.274613266442153
"96","2011_03_PIT_IND",39.5,10.5,20,23,3,43,2011,3,"IND","PIT","PIT","IND",-0.110504765194143,0.000268473148263931,-0.274613266442153,-0.20996887024756,-0.338584463401748,0.0411377640058553
"97","2011_03_WAS_DAL",44.5,-3.5,18,16,-2,34,2011,3,"DAL","WAS","DAL","WAS",-0.124671798685867,-0.0613448384651719,-0.218395699812497,-0.122392094212877,-0.0857200967083992,-0.187401544334452
"98","2011_03_WAS_DAL",44.5,-3.5,18,16,-2,34,2011,3,"DAL","WAS","WAS","DAL",-0.122392094212877,-0.0857200967083992,-0.187401544334452,-0.124671798685867,-0.0613448384651719,-0.218395699812497
"99","2011_04_CAR_CHI",41.5,-7,34,29,-5,63,2011,4,"CHI","CAR","CAR","CHI",0.227040695486022,0.175162412064718,0.318825350769867,0.0754609945191693,-0.399394639991664,0.35118362100933
"100","2011_04_CAR_CHI",41.5,-7,34,29,-5,63,2011,4,"CHI","CAR","CHI","CAR",0.0754609945191693,-0.399394639991664,0.35118362100933,0.227040695486022,0.175162412064718,0.318825350769867
"101","2011_04_BUF_CIN",41.5,3,23,20,-3,43,2011,4,"CIN","BUF","BUF","CIN",-0.026962196632007,-0.0226085504049058,-0.0342182736771758,-0.0426161280437253,-0.183401826762647,0.124566889184995
"102","2011_04_BUF_CIN",41.5,3,23,20,-3,43,2011,4,"CIN","BUF","CIN","BUF",-0.0426161280437253,-0.183401826762647,0.124566889184995,-0.026962196632007,-0.0226085504049058,-0.0342182736771758
"103","2011_04_TEN_CLE",37.5,-1,13,31,-18,44,2011,4,"CLE","TEN","CLE","TEN",-0.215075331791056,-0.195723836174069,-0.271370591767746,0.132285055977442,0.419673294745122,-0.075823668647429
"104","2011_04_TEN_CLE",37.5,-1,13,31,-18,44,2011,4,"CLE","TEN","TEN","CLE",0.132285055977442,0.419673294745122,-0.075823668647429,-0.215075331791056,-0.195723836174069,-0.271370591767746
"105","2011_04_DET_DAL",46,-2.5,30,34,4,64,2011,4,"DAL","DET","DAL","DET",-0.188946802991845,-0.187392933941749,-0.191651686153124,-0.0513922622327575,-0.0352944018810457,-0.0946552619279828
"106","2011_04_DET_DAL",46,-2.5,30,34,4,64,2011,4,"DAL","DET","DET","DAL",-0.0513922622327575,-0.0352944018810457,-0.0946552619279828,-0.188946802991845,-0.187392933941749,-0.191651686153124
"107","2011_04_PIT_HOU",46,-4,17,10,7,27,2011,4,"HOU","PIT","HOU","PIT",0.135244781874093,0.237497248556171,0.0720888465704561,-0.0341168862100458,-0.159844404687379,0.160189278709469
"108","2011_04_PIT_HOU",46,-4,17,10,7,27,2011,4,"HOU","PIT","PIT","HOU",-0.0341168862100458,-0.159844404687379,0.160189278709469,0.135244781874093,0.237497248556171,0.0720888465704561
"109","2011_04_NO_JAX",45,9,10,23,13,33,2011,4,"JAX","NO","JAX","NO",-0.262842605868937,-0.355926813697727,-0.0164432322044912,0.117958730437964,0.0305864872554496,0.242397985879727
"110","2011_04_NO_JAX",45,9,10,23,13,33,2011,4,"JAX","NO","NO","JAX",0.117958730437964,0.0305864872554496,0.242397985879727,-0.262842605868937,-0.355926813697727,-0.0164432322044912
"111","2011_04_MIN_KC",40,3,22,17,-5,39,2011,4,"KC","MIN","KC","MIN",0.0959662290045544,0.277665569060303,-0.119381136987445,0.0877513635917369,0.0746948426510551,0.101678319261797
"112","2011_04_MIN_KC",40,3,22,17,-5,39,2011,4,"KC","MIN","MIN","KC",0.0877513635917369,0.0746948426510551,0.101678319261797,0.0959662290045544,0.277665569060303,-0.119381136987445
"113","2011_04_SF_PHI",43.5,-9.5,23,24,-1,47,2011,4,"PHI","SF","PHI","SF",0.108506012181725,0.216811364439784,-0.151426833237616,0.265588057871815,0.247480732723447,0.292749045594367
"114","2011_04_SF_PHI",43.5,-9.5,23,24,-1,47,2011,4,"PHI","SF","SF","PHI",0.265588057871815,0.247480732723447,0.292749045594367,0.108506012181725,0.216811364439784,-0.151426833237616
"115","2011_04_WAS_STL",44,3,10,17,-7,27,2011,4,"LA","WAS","LA","WAS",-0.28284868613896,-0.288730273035066,-0.265549901150413,-0.11421951465188,-0.288571868420215,0.0188388605923759
"116","2011_04_WAS_STL",44,3,10,17,-7,27,2011,4,"LA","WAS","WAS","LA",-0.11421951465188,-0.288571868420215,0.0188388605923759,-0.28284868613896,-0.288730273035066,-0.265549901150413
"117","2011_04_NYG_ARI",45.5,1,27,31,4,58,2011,4,"ARI","NYG","ARI","NYG",0.014614805060903,-0.052447446905402,0.0968201461808899,0.0975948040366113,0.202030740732259,-0.106303929512034
"118","2011_04_NYG_ARI",45.5,1,27,31,4,58,2011,4,"ARI","NYG","NYG","ARI",0.0975948040366113,0.202030740732259,-0.106303929512034,0.014614805060903,-0.052447446905402,0.0968201461808899
"119","2011_04_ATL_SEA",39.5,6,28,30,2,58,2011,4,"SEA","ATL","ATL","SEA",0.201059041540022,0.35142360966113,0.0206215597946929,0.226556711562126,0.294016071548869,0.0601569569281613
"120","2011_04_ATL_SEA",39.5,6,28,30,2,58,2011,4,"SEA","ATL","SEA","ATL",0.226556711562126,0.294016071548869,0.0601569569281613,0.201059041540022,0.35142360966113,0.0206215597946929
"121","2011_04_DEN_GB",46.5,-12,49,23,-26,72,2011,4,"GB","DEN","DEN","GB",-0.00465799345965444,-0.0335823844729744,0.0368422197333699,0.325845756660973,0.540905046919872,-0.0132862010549826
"122","2011_04_DEN_GB",46.5,-12,49,23,-26,72,2011,4,"GB","DEN","GB","DEN",0.325845756660973,0.540905046919872,-0.0132862010549826,-0.00465799345965444,-0.0335823844729744,0.0368422197333699
"123","2011_04_NE_OAK",55,6,19,31,12,50,2011,4,"LV","NE","LV","NE",0.0937798609087504,0.0886633237553254,0.101359915950862,0.326014234895808,0.402671432875363,0.244070333607318
"124","2011_04_NE_OAK",55,6,19,31,12,50,2011,4,"LV","NE","NE","LV",0.326014234895808,0.402671432875363,0.244070333607318,0.0937798609087504,0.0886633237553254,0.101359915950862
"125","2011_04_MIA_SD",45,-6.5,26,16,-10,42,2011,4,"LAC","MIA","LAC","MIA",0.133855465143135,0.354974647297536,-0.126749285253125,-0.0768400631838632,-0.156739630348181,0.0430092875626129
"126","2011_04_MIA_SD",45,-6.5,26,16,-10,42,2011,4,"LAC","MIA","MIA","LAC",-0.0768400631838632,-0.156739630348181,0.0430092875626129,0.133855465143135,0.354974647297536,-0.126749285253125
"127","2011_04_NYJ_BAL",43,-5,34,17,-17,51,2011,4,"BAL","NYJ","BAL","NYJ",-0.296231659997318,-0.349953565169613,-0.248317528357163,-0.836915687861743,-1.00370696157777,-0.512111628520008
"128","2011_04_NYJ_BAL",43,-5,34,17,-17,51,2011,4,"BAL","NYJ","NYJ","BAL",-0.836915687861743,-1.00370696157777,-0.512111628520008,-0.296231659997318,-0.349953565169613,-0.248317528357163
"129","2011_04_NYJ_BAL",43,-5,34,17,17,51,2011,4,"BAL","NYJ","BAL","NYJ",-0.296231659997318,-0.349953565169613,-0.248317528357163,-0.836915687861743,-1.00370696157777,-0.512111628520008
"130","2011_04_NYJ_BAL",43,-5,34,17,17,51,2011,4,"BAL","NYJ","NYJ","BAL",-0.836915687861743,-1.00370696157777,-0.512111628520008,-0.296231659997318,-0.349953565169613,-0.248317528357163
"131","2011_04_IND_TB",40,-10,24,17,-7,41,2011,4,"TB","IND","IND","TB",-0.00109207347297512,0.0781266254436897,-0.150727393648898,0.208352138452935,0.253531276857548,0.156718837419092
"132","2011_04_IND_TB",40,-10,24,17,-7,41,2011,4,"TB","IND","TB","IND",0.208352138452935,0.253531276857548,0.156718837419092,-0.00109207347297512,0.0781266254436897,-0.150727393648898
